name;email
Байанай журнал;bayanay-site@mail.ru  
Новый вектор газета;nvector@mail.ru  
Мой Гид газета;taria-s@yandex.ru  ortomedik.suslova@yandex.ru  vkontakte_user_kristina_suslova@example.com  smokedfishspb@gmail.com  
Обручальное кольцо журнал;oc2004@yandex.ru  
Суворовский редут газета;suvoroff@list.ru  
Директор школы журнал;info@direktor.ru  
Справочник дл
Нижегородская правда газета;info@pravda-nn.ru  admin@ittools.ru  
Кадровое дело журнал;kd@action-media.ru  
Металлы Евразии журнал;subscribe@eurasmet.ru  nr@eurasmet.ru  demidova@eurasmet.ru  khokhlov@eurasmet.ru  adno@eurasmet.ru  
Справочник дальнобойщика журнал;spdal@mail.ru  spdal@yandex.ru  
BellFashion журнал;editorial@bellfashion.ru  
Калужская неделя газета;nedelya@bk.ru  
Здоровье инфо электронное периодическое издание;info@zdorovieinfo.ru  
Турист журнал;tourist@cct.ru  m4335351@yandex.ru  
Связь в Вооруженных Силах РФ журнал;informost@informost.ru  
Pro Город Чебоксары газета;portal_pg21@mail.ru  pr@pg21.ru  
Cosmopolitan shopping журнал;connect@cosmo.ru  websupport@imedia.ru  k.salyukova@imedia.ru  e.velikina@imedia.ru  a.krasnova@imedia.ru  
Исторический архив журнал;market@rosspen.su  ist_arh@rosspen.su  mail@biblio-globus.ru  web.logist@bgshop.ru  dbulanin@bk.ru  
Финансовая газета;y.chernikova@pravo.ru  order@fingazeta.ru  info@fingazeta.ru  p.taras@fingazeta.ru  kutuzov@ingazeta.ru  
Сами газета;sami@gazetasami.ru  
Полезно пенсионерам газета;reklama@gazeta-polezno.ru  ockar.pro@yandex.ru  
ПЛАС журнал;marketing@plusworld.ru  podpiska@plusworld.ru  konstantin@plusworld.ru  news@plusworld.ru  analitik4@plus-alliance.com  
ЛесПром
Ветеринария журнал;anovet24@gmail.com  
Правда Северо-Запада газета;muhomor-pr@yandex.ru  ;
Кольское Слово газета;kolskoeslovo@mail.ru  
Турбизнес на Северо-Западе журнал;tourbus@westcall.net  press@confspb.ru  3aoffice@malta.ru  office@malta.ru  
Business republic деловая газета;594774@bk.ru  otdelsmp@yandex.ru  dk-kamaz@mail.ru  
За строительные кадры газета;canc@tsuab.ru  
Ялуторовская жизнь общественно-политическая газета;yznaet@inbox.ru  post@t-l.ru  
Аптечка газета;optom12@inbox.r
Управление современной школой. Завуч журнал;pp@ppoisk.com  market@ppoisk.com  zavuch@ppoisk.com  zdv@ppoisk.com  poisk@comail.ru  
Промышленные грузы журнал;r.yarets@promgruz.com  n.kruti@promgruz.com  y.belotserkovets@metalcourier.com  info@pg-online.ru  info@promgruz.com  
Дважды Два;gazeta2x2@mail.ru  infodd@mail.ru  kowki-mywki@mail.ru  malahov_sergey84@mail.ru  2@mail.ru  
Расчет журнал;info@raschet.ru  
Заря газета;zaryakem@mail.ru  
Бизнес Проспект газета;info@prospektm.ru  
Всё Одинцово плюс газета;vse-odin@mail.ru  
Кировская правда редакция газеты;pravdakirova@yandex.ru  
Морской вестник журнал;morvest@gmail.com  
Вакансии. Уфа газета;vakufa@list.ru  
Наше время газета;nvremia@mail.ru  editornv@mail.ru  
Мир выставок журнал;rahimova@newnews.ru  
Богородские вести газета;bogorodsk-okrug@mail.ru  bvreklama@mail.ru  bvesti@mail.ru  3apressamarina@yandex.ru  pressamarina@yandex.ru  
Красносельский экспресс газета;press@invapress.ru  
Вестник ЧГПУ им. И.Я. Яковлева журнал;redak_vestnik@chgpu.edu.ru  
Реклама Ваш друг газета;rvd.gazeta@mail.ru  
Вечерний Оренбург газета;nuta3107@rambler.ru  reklamavo@mail.ru  reklamavo@bk.ru  orel_tatiana@mail.ru  
Чехов сегодня газета;chehov-2000@yandex.ru  7265323@mail.ru  
Дорогое удовольствие журнал;dorogoe-lipetsk@yandex.ru  mail@dorogoe-lipetsk.ru  design48@ya.ru  joboffer1@mail.ru  
Наша Академия газета;priemc@nsuem.ru  
Управляем предприятием онлайн-журнал;upr@1c.ru  
Люди и Вещи. Shopping журнал;uhrebtov@kp-kaliningrad.ru  kovaleva@kp-kaliningrad.ru  shopping@westpress.ru  kordik@kp-kaliningrad.ru  509.shopping-sochi@pochta.ru.350000  
Сельский механизатор журнал;selmech@mail.ru  
Газовик газета;office@sgaz.udm.ru  pr@sgaz.udm.ru  r.maslovskij@sgat.ru  
Благовест газета;mos2002@mail.ru  blago@mail62.ru  62blagovest@mail.ru  
Тема газета;leylasochi@gmail.com  alinafsochi@gmail.com  
Геодезия и картография журнал;business@altreg.ru  
Тихоокеанская звезда газета;reader@toz.khv.ru  ludmila@toz.khv.ru  lebedev@toz.khv.ru  victor@toz.khv.ru  minkina@toz.khv.ru  
Скопинский вестник газета;skvestnik@mail.ru  
про Движение журнал;ib906609@yandex.ru  
PLUS городской журнал;plus_arh@mail.ru  
Программа телевидения и радио газета;cheltv@cheltv.ru  vesti@cheltv.ru  internet_otdel@cheltv.ru  
Регион 29 газета;optiroz@yandex.ru  
Гидротехническое строительство журнал;gts1930@yandex.ru  
КУРСКАЯ ПРАВДА газета;info@kpravda.ru  reklama@kpravda.ru  
Стоматология Сегодня газета;stomprom@stomgazeta.ru  spb4567207@mail.ru  dostavka@stomgazeta.ru  seminar@stomprom.ru  seminar@stomgazeta.ru  
Батайское время газета;bv04@mail.ru  bat.vremya@yandex.ru  
Югра City рекламно-информационный журнал;ugracity@mail.ru  wallstreat_86@mail.ru  ;
Папа & Мама. Оренбург журнал;papamama56@bk.ru  sad@mail.ru  mail@mail.ru  mail@yandex.ru  
Челябинский обзор газета;info@ob-zor.ru  
Ваш шанс газета;vshans@list.ru  
Самарская Лука журнал;tatra@inbox.ru  3csamluka@mail.ru  
Знамя газета;kornienkolada@mail.ru  mila.prokopova45@mail.ru  krasnikov22@yandex.ru  alisa-mokeeva@rambler.ru  gazeta-znamya@mail.ru  
Доверие газета;fporg@cn.ru  info.fpnso@gmail.com  fpnso@cn.ru  fpdover@cn.ru  economfp@cn.ru  
Простор газета;fpo56@bk.ru  
Консультации и разъяснения по вопросам ценообразования и сметного нормирования в строительстве журнал;souz@kccs.ru  7662743@mail.ru  
Сестринское дело журнал;s_delo@inbox.ru  
Деловой квадрат журнал;news@d-kvadrat.ru  
Человек и Вселенная журнал;info@printshop.spb.ru  
Православный Санкт-Петербург газета;pravspb@yandex.ru  aleksanrr2796@yandex.ru  
Главный врач Юга России. Стоматология журнал;info@akvarel2002.ru  ;
Бюро вакансий газета;gavlyasek@yandex.ru  drobmash2008@mail.ru  
Точка международный деловой журнал;td.rterem@gmail.com  almamedia1@mail.ru  teplomax39@mail.ru  teplomax39@rambler.ru  dir-pl21@mail.ru  
Деловая дама журнал;welcome@dorogoe.ru  mary.reznikova@restaragency.com  photodesk@splashnews.com  
Все для Вас газета объявлений и рекламы;vdv.orz@
Водное хозяйство России: проблемы технологии управление журнал;info@waterjournal.ru  
Business Inform Revew журнал;info@sforp.ru  
Perfect Agriculture журнал;moncontact@ccifr.ru  dkvasnitsyna@vostockcapital.com  www@ikar.ru  esakhabutdinova@vostockcapital.com  o.abramova@sokur-pr.ru  
Налоги газета;podpiska@lawinfo.ru  avtor@lawinfo.ru  sarattsev1235813@gmail.com  egorova-ma-mos@yandex.ru  
Донская биржа труда газета;donbt@mail.ru  
Ваша Газета;reklama@g-corp.ru
Ордынская газета;navrost@list.ru  ogazeta@yandex.ru  og-pisma@yandex.ru  
Южный коктейль журнал;anna.shchepilova@metro-cc.ru  darya.strakhova@metro-cc.ru  press@metro-cc.ru  viborbitsoboi@yandex.ru  
Фламинго издательство;flamingo-izdat@yandex.ru  flamingo@orc.ru  
Быстрый Курьер газета;editor@bkural.ru  maket@bkural.ru  
Неделя в округе газета;gazeta@nedelya-v-okruge.ru  reklama@nedelya-v-okruge.ru  sport@nedelya-v-okruge.ru  
Риск-менеджмент в кредитной организации методический журнал;kev@reglament.net  podpiska@reglament.net  klimashkina@reglament.net  ananieva@reglament.net  guseva@reglament.net  
Славяноведение журнал;ntarasova@hse.ru  slavgerm@gmail.com  kadry@inslav.ru  students@sefer.ru  sveta.amosova@gmail.com  
Соседи газета;7773050@sosedu74.ru  info@sosedu74.ru  
АгроЖизнь газета;info@expokhleb.com  elena@volgogradexpo.ru  dinara@volgogradexpo.ru  d4@expokazan.ru  info@expocrimea.com  
Судостроение журнал;inbox@sstc.spb.ru  
Фронтовая иллюстрация журнал;magazine@front.ru  1945maks@mail.ru  perchak@telehet.dn.ua  italian@3g.ua  
Кормление сельскохозяйственных животных и кормопроизводство журнал;v.ivanov@panor.ru  podpiska@panor.ru  reklama@panor.ru  
Путь к успеху газета;gazeta22@mail.ru  
Донская газета;kot@aetalon.ru  
Взгляд Учёного международное издательство;papers.sv@gmail.com  ;
Литературная Россия газета;litrossia@litrossia.ru  
Тверские ведомости газета;reklama@vedtver.ru  reklama2@vedtver.ru  vedomosti@vedtver.ru  
Доброе утро газета;dobutro@mail.ru  
Белгородская правда газета;reklama@belpressa.ru  info@belpressa.ru  news@belpressa.ru  horoshevskaya@belpressa.ru  belwesti@belpressa.ru  
АРТ-ДОМ журнал;info@artdom-magazine.ru  
Депо железнодорожный журнал;post@depo-magazine.ru  depo-magazine@yandex.ru  
Серебряный Гермес газета;gazetagermes@yandex.ru  
Байкальская электричка газета;cmc@irk.ru  
Зеленоград Сегодня газета;info@zelenograd-news.ru  
АгроМаркет журнал;agropressa@aaanet.ru  agromarket-9282702123@yandex.ru  
Спорт Магазин журнал;pr2@s-f-r.ru  o.mol@expoforum.by  info@sportmagazin.net  post@sportmagazin.net  
Сергиевские ведомости газета;svedomosti@bk.ru  ;
В каждом доме газета;rezume@centrofinans.ru  
Свадьба на ура журнал;olga@1svadba-ufa.ru  potapenko@1svadba-ufa.ru  ksusha@1svadba-ufa.ru  desigen@1svadba-ufa.ru  editor@1svadba-ufa.ru  
Казанский медик газета;library@kazangmu.ru  
Аргумент защиты газета;info@betaren.ru  
Ассорти газета;assorti56@mail.ru  
CMS magazine интернет-агентство;hello@mobifitness.ru  example@site.ru  info@cmsmagazine.ru  a.kruglova@cmsmagazine.ru  sales@crm-onebox.com  
Советская Сибирь информационно-издательский центр;ssinf@mail.ru  
Промышленная Экологическая Безопасность Охрана Труда журнал;euro18@euro18.ru  
Знамя газета;gazetaznamya@gmail.com  
Сокрытое сокровище газета;web@sokrsokr.net  zayavka@sokrsokr.net  7d@sokrsokr.net  
Завтра газета;zavtra@zavtra.ru  reg@zavtra.ru  web@zavtra.ru  zavtra.rekalma@yandex.ru  
Забайкальское подворье газета;eff_chita@inbox.ru  
Звезда газета;sheksna-hram@yandex.ru  osp51@r35.fssprus.ru  ;
Башкортостан республиканская газета;bashkortostan125@yandex.ru  bashgazet@mail.ru  gylsima@mail.ru  bashgazeta@mail.ru  
Выбирай журнал;editor@vibirai.ru  
